MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		excitatory postsynaptic potential	happens in accumbens nucleus,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IGI	MGI:95814 	J:97340 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in surface ectodermal cell		IMP	MGI:1857979 	J:111580 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in pyramidal neuron	PR:P39087-2	IMP	MGI:1857979 	J:120963 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		excitatory postsynaptic potential	happens in substantia gelatinosa,regulates a function/process that happens in surface ectodermal cell		IMP	MGI:1857979 	J:105519 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		inhibitory postsynaptic potential	happens in hippocampus CA1,happens in pyramidal neuron		IGI	MGI:95814 	J:66021 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		inhibitory postsynaptic potential	happens in corpus striatum,happens in GABAergic neuron		IGI	MGI:99402 	J:60965 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		inhibitory postsynaptic potential	happens in corpus striatum,happens in GABAergic neuron		IMP	MGI:1857979 	J:60965 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		inhibitory postsynaptic potential	happens in hippocampus CA1,happens in pyramidal neuron		IMP	MGI:1857979 	J:52041 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		inhibitory postsynaptic potential	happens in spinal cord dorsal horn,happens in neuron		IMP	MGI:1857979 	J:79143 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		neuronal action potential	happens in hippocampus,happens in pyramidal neuron		IMP	MGI:1857979 	J:107777 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		regulation of membrane potential			IDA		J:696 J:78109 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		regulation of membrane potential			IGI	MGI:95818 	J:696 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		regulation of membrane potential	happens in spinal cord dorsal horn,has the participant neuron		IMP		J:79143 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		regulation of membrane potential	happens in corpus striatum,has the participant GABAergic neuron		IMP	MGI:1857979 	J:60965 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		regulation of membrane potential	happens in hippocampus CA3		IMP	MGI:1857979 	J:107790 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		regulation of membrane potential	happens in hippocampus CA3,has the participant CNS neuron (sensu Vertebrata)		IMP	MGI:1857979 	J:46392 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		regulation of membrane potential	happens in hippocampus CA3,has the participant pyramidal neuron		IMP	MGI:1857979 	J:96594 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		regulation of membrane potential	happens in substantia gelatinosa,has the participant surface ectodermal cell		IMP	MGI:1857979 	J:104051 	
MGI:95816	Grik3	glutamate receptor, ionotropic, kainate 3	4		regulation of membrane potential			ISO	P42264 	J:73065 	
MGI:95816	Grik3	glutamate receptor, ionotropic, kainate 3	4		regulation of membrane potential			ISO	Q13003 	J:73065 	
MGI:95818	Grik5	glutamate receptor, ionotropic, kainate 5 (gamma 2)	7		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in pyramidal neuron		IMP	MGI:2668206 	J:81742 	
MGI:95818	Grik5	glutamate receptor, ionotropic, kainate 5 (gamma 2)	7		regulation of membrane potential			IGI	MGI:95815 	J:696 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		excitatory postsynaptic potential			IGI	MGI:95821 	J:86846 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		excitatory postsynaptic potential	happens in cerebral cortex		IMP	MGI:1928279 MGI:2177650 	J:88689 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		positive regulation of excitatory postsynaptic potential			ISO	RGD:2736 	J:155856 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential			IBA	PTN001451205 	J:265628 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential		PR:P35438-1	IDA		J:2285 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential	happens in spinal cord dorsal horn,has the participant neuron		IMP	MGI:1928279 	J:84354 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential	happens in hippocampus CA3,has the participant pyramidal neuron		IMP	MGI:1928279 MGI:2387441 	J:77718 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential	happens in hippocampus,has the participant pyramidal neuron|happens in cerebellum,has the participant granule cell		IMP	MGI:1928327 	J:66345 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential			IMP	MGI:2178083 MGI:2181422 	J:107871 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential	happens in hippocampus CA1,has the participant pyramidal neuron		IMP	MGI:2655232 MGI:2655237 	J:82670 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential	happens in dentate gyrus		IMP	MGI:2448952 MGI:3611337 	J:119834 	
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	2		regulation of membrane potential			ISO	Q05586 	J:164563 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		action potential			ISO	RGD:2737 	J:155856 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		excitatory postsynaptic potential			IBA	PTN000751216 	J:265628 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		excitatory postsynaptic potential			IGI	MGI:95822 	J:66455 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		excitatory postsynaptic potential			IMP		J:101085 J:114728 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		excitatory postsynaptic potential	happens in cerebellum internal granule cell layer,regulates a function/process that happens in granule cell		IMP	MGI:1928285 	J:34076 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		excitatory postsynaptic potential			IMP	MGI:1928287 	J:85901 J:86846 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		excitatory postsynaptic potential			IMP	MGI:1928506 	J:66455 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in pyramidal neuron		IMP	MGI:1928506 	J:41902 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		excitatory postsynaptic potential			ISO	RGD:2737 	J:155856 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		positive regulation of excitatory postsynaptic potential			ISO	RGD:2737 	J:155856 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		regulation of membrane potential			IMP	MGI:1928285 	J:22295 J:49227 	
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	16		regulation of postsynaptic membrane potential			IMP		J:114728 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		action potential			ISO	RGD:2738 	J:155856 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		excitatory postsynaptic potential			IBA	PTN000751216 	J:265628 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		excitatory postsynaptic potential			IGI	MGI:95819 	J:86846 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		excitatory postsynaptic potential			IMP		J:84361 J:85901 J:101085 J:114728 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		excitatory postsynaptic potential			IMP	MGI:1928295 	J:103962 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in pyramidal neuron		IMP	MGI:1928295 	J:41902 	
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	6		regulation of postsynaptic membrane potential			IMP		J:114728 	
MGI:95822	Grin2c	glutamate receptor, ionotropic, NMDA2C (epsilon 3)	11		excitatory postsynaptic potential			IBA	PTN000751216 	J:265628 	
MGI:95822	Grin2c	glutamate receptor, ionotropic, NMDA2C (epsilon 3)	11		excitatory postsynaptic potential			IGI	MGI:95820 	J:66455 	
MGI:95822	Grin2c	glutamate receptor, ionotropic, NMDA2C (epsilon 3)	11		excitatory postsynaptic potential	happens in cerebellum granule cell layer,regulates a function/process that happens in granule cell		IMP	MGI:1928301 	J:34597 	
MGI:95822	Grin2c	glutamate receptor, ionotropic, NMDA2C (epsilon 3)	11		excitatory postsynaptic potential			IMP	MGI:1928510 	J:66455 	
MGI:95822	Grin2c	glutamate receptor, ionotropic, NMDA2C (epsilon 3)	11		regulation of membrane potential	happens in cerebellum granule cell layer,has the participant granule cell		IMP	MGI:1928301 	J:34597 	
MGI:95823	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4)	7	NOT	excitatory postsynaptic potential			IMP	MGI:1928298 	J:84361 	
MGI:2681173	Grip2	glutamate receptor interacting protein 2	6		positive regulation of excitatory postsynaptic potential			ISO	RGD:621668 	J:155856 	
MGI:87940	Grk2	G protein-coupled receptor kinase 2	19		positive regulation of excitatory postsynaptic potential			ISO	RGD:2062 	J:155856 	
MGI:1351338	Grm1	glutamate receptor, metabotropic 1	10		regulation of postsynaptic membrane potential			IBA	MGI:1351342 PTN002514246 RGD:2742 	J:265628 	
MGI:1351342	Grm5	glutamate receptor, metabotropic 5	7		regulation of postsynaptic membrane potential			IBA	MGI:1351342 PTN002514246 RGD:2742 	J:265628 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		positive regulation of excitatory postsynaptic potential			ISO	RGD:70982 	J:155856 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		positive regulation of mitochondrial membrane potential			ISO	RGD:70982 	J:155856 	
MGI:1096392	Hcn1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	13		negative regulation of action potential			ISO	RGD:620688 	J:155856 	
MGI:1096392	Hcn1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	13		regulation of membrane depolarization			ISO	RGD:620688 	J:155856 	
MGI:1096392	Hcn1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	13		regulation of membrane hyperpolarization			ISO	RGD:620688 	J:155856 	
MGI:1096392	Hcn1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	13		regulation of membrane potential			ISO	O60741 	J:164563 	
MGI:1298210	Hcn2	hyperpolarization-activated, cyclic nucleotide-gated K+ 2	10		regulation of membrane potential			IDA		J:96808 	
MGI:1298210	Hcn2	hyperpolarization-activated, cyclic nucleotide-gated K+ 2	10		regulation of membrane potential			IGI	MGI:1916672 	J:96808 	
MGI:1298210	Hcn2	hyperpolarization-activated, cyclic nucleotide-gated K+ 2	10		regulation of membrane potential			ISO	Q9UL51 	J:164563 	
MGI:1298211	Hcn3	hyperpolarization-activated, cyclic nucleotide-gated K+ 3	3		regulation of membrane potential			ISO	Q9P1Z3 	J:164563 	
MGI:1298209	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	9		membrane depolarization during SA node cell action potential			ISO	Q9Y3Q4 	J:164563 	
MGI:1298209	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	9		regulation of cardiac muscle cell action potential involved in regulation of contraction			ISO	Q9Y3Q4 	J:164563 	
MGI:1298209	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	9		regulation of membrane depolarization			ISO	Q9Y3Q4 	J:164563 	
MGI:1298209	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	9		regulation of membrane potential			ISO	Q9Y3Q4 	J:164563 	
MGI:1298209	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	9		SA node cell action potential			ISO	Q9Y3Q4 	J:164563 	
MGI:1202306	Hcrt	hypocretin	11		excitatory postsynaptic potential			ISO	RGD:2786 	J:155856 	
MGI:1860084	Hebp2	heme binding protein 2	10		negative regulation of mitochondrial membrane potential			ISO	Q9Y5Z4 	J:164563 	
MGI:2676364	Hsh2d	hematopoietic SH2 domain containing	8		negative regulation of mitochondrial depolarization			IDA		J:96984 	
MGI:96282	Htr3a	5-hydroxytryptamine (serotonin) receptor 3A	9		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:1861899	Htr3b	5-hydroxytryptamine (serotonin) receptor 3B	9		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:107656	Ifng	interferon gamma	10		regulation of neuronal action potential			ISO	RGD:2866 	J:155856 	
MGI:2685354	Igsf9b	immunoglobulin superfamily, member 9B	9		positive regulation of inhibitory postsynaptic potential			IMP		J:201532 	
MGI:2388477	Igsf11	immunoglobulin superfamily, member 11	16		positive regulation of mini excitatory postsynaptic potential			ISO	RGD:1308758 	J:155856 	
MGI:96547	Il1rn	interleukin 1 receptor antagonist	2		negative regulation of membrane potential			ISO	RGD:621159 	J:155856 	
MGI:96559	Il6	interleukin 6	5		negative regulation of membrane potential			ISO	RGD:2901 	J:155856 	
MGI:2442108	Insyn1	inhibitory synaptic factor 1	9		inhibitory postsynaptic potential			IDA		J:235653 	
MGI:3605068	Insyn2a	inhibitory synaptic factor 2A	7		inhibitory postsynaptic potential			IBA	PTN002823877 	J:265628 	
MGI:3605068	Insyn2a	inhibitory synaptic factor 2A	7		inhibitory postsynaptic potential			IDA		J:235653 	
MGI:96646	Jun	jun proto-oncogene	4		membrane depolarization			ISO	RGD:2943 	J:155856 	
MGI:96650	Jup	junction plakoglobin	11		regulation of ventricular cardiac muscle cell action potential			ISO	P14923 	J:164563 	
MGI:96654	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	6		neuronal action potential			IMP		J:77281 	
MGI:96654	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	6		neuronal action potential			ISO	RGD:2949 	J:155856 	
MGI:96654	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	6		regulation of membrane potential			ISO	Q09470 	J:164563 	
MGI:96659	Kcna2	potassium voltage-gated channel, shaker-related subfamily, member 2	3		neuronal action potential			ISO	RGD:2950 	J:155856 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		atrial cardiac muscle cell action potential			ISO	P22460 	J:164563 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		membrane hyperpolarization			ISO	P22460 	J:164563 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		membrane repolarization during atrial cardiac muscle cell action potential			ISO	P22460 	J:164563 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		membrane repolarization during bundle of His cell action potential			ISO	P22460 	J:164563 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		membrane repolarization during SA node cell action potential			ISO	P22460 	J:164563 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		regulation of atrial cardiac muscle cell membrane repolarization			ISO	P22460 	J:164563 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		regulation of membrane potential			IGI	MGI:107231 MGI:107570 	J:95586 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		regulation of membrane potential			ISO	RGD:2953 	J:155856 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		regulation of membrane potential			ISO	P22460 	J:164563 	
MGI:109239	Kcnab2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	4		regulation of action potential			IBA	PTN002876279 	J:265628 	
MGI:96666	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1	2		action potential			IBA	PTN002610172 	J:265628 	
MGI:96666	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1	2		action potential			ISO	RGD:2954 	J:155856 	
MGI:96666	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1	2		action potential			ISO	Q14721 	J:164563 	
MGI:96666	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1	2		regulation of action potential			IMP		J:129963 	
MGI:96668	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	10		action potential			IMP	MGI:2387957 	J:140824 	
MGI:96670	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	3		negative regulation of neuronal action potential			ISO	RGD:1589169 	J:155856 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		action potential	regulates a function/process that happens in cerebellar granule cell		IMP		J:161513 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		action potential			ISO	RGD:68393 	J:155856 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		cardiac muscle cell action potential			ISO	RGD:68393 	J:155856 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		neuronal action potential			IMP		J:186547 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		membrane repolarization			ISO	Q9UK17 	J:164563 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		ventricular cardiac muscle cell membrane repolarization			ISO	Q9UK17 	J:164563 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16		membrane repolarization during action potential			IBA	PTN001445835 	J:265628 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16		regulation of ventricular cardiac muscle cell membrane repolarization			IBA	PTN001445835 	J:265628 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16		ventricular cardiac muscle cell action potential			IBA	PTN001445835 	J:265628 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X		atrial cardiac muscle cell action potential			ISO	Q9UJ90 	J:164563 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X		membrane repolarization during action potential			IBA	PTN001445835 	J:265628 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X		regulation of atrial cardiac muscle cell membrane repolarization			ISO	Q9UJ90 	J:164563 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X		regulation of membrane repolarization			ISO	Q9UJ90 	J:164563 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X		regulation of ventricular cardiac muscle cell membrane repolarization			IBA	PTN001445835 	J:265628 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X		regulation of ventricular cardiac muscle cell membrane repolarization			ISO	Q9UJ90 	J:164563 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X		ventricular cardiac muscle cell action potential			IBA	PTN001445835 	J:265628 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X		ventricular cardiac muscle cell action potential			ISO	Q9UJ90 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		cardiac muscle cell action potential involved in contraction			ISO	Q9Y6J6 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		membrane repolarization			ISO	RGD:621383 	J:155856 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		membrane repolarization			ISO	Q9Y6J6 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		membrane repolarization during action potential			IBA	PTN001445835 	J:265628 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		membrane repolarization during action potential			ISO	RGD:621383 	J:155856 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		membrane repolarization during action potential			ISO	Q9Y6J6 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		membrane repolarization during ventricular cardiac muscle cell action potential			ISO	Q9Y6J6 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		regulation of membrane repolarization			ISO	RGD:621383 	J:155856 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		regulation of membrane repolarization			ISO	Q9Y6J6 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		regulation of ventricular cardiac muscle cell membrane repolarization			IBA	PTN001445835 	J:265628 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		regulation of ventricular cardiac muscle cell membrane repolarization	regulates a function/process that happens in regular ventricular cardiac myocyte		IMP	MGI:3699589 	J:140247 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		regulation of ventricular cardiac muscle cell membrane repolarization			ISO	Q9Y6J6 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		ventricular cardiac muscle cell action potential			IBA	PTN001445835 	J:265628 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		ventricular cardiac muscle cell action potential	regulates a function/process that happens in regular ventricular cardiac myocyte		IMP	MGI:3699589 	J:140247 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		ventricular cardiac muscle cell action potential			ISO	Q9Y6J6 	J:164563 	
MGI:1891124	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	7		membrane repolarization during action potential			IBA	PTN001445835 	J:265628 	
MGI:1891124	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	7		negative regulation of membrane repolarization during ventricular cardiac muscle cell action potential			ISO	Q9Y6H6 	J:164563 	
MGI:1891124	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	7		regulation of ventricular cardiac muscle cell membrane repolarization			IBA	PTN001445835 	J:265628 	
MGI:1891124	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	7		ventricular cardiac muscle cell action potential			IBA	PTN001445835 	J:265628 	
MGI:1891125	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	1		membrane repolarization during action potential			IBA	PTN001445835 	J:265628 	
MGI:1891125	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	1		regulation of ventricular cardiac muscle cell membrane repolarization			IBA	PTN001445835 	J:265628 	
MGI:1891125	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	1		ventricular cardiac muscle cell action potential			IBA	PTN001445835 	J:265628 	
MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1		regulation of membrane potential			IBA	PTN000025350 	J:265628 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		membrane depolarization during action potential			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		membrane repolarization			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		membrane repolarization during action potential			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		membrane repolarization during cardiac muscle cell action potential			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		membrane repolarization during ventricular cardiac muscle cell action potential			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		regulation of membrane potential			IBA	PTN000025350 	J:265628 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		regulation of membrane potential			IDA		J:44553 J:44554 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		regulation of membrane potential			ISO	RGD:621414 	J:155856 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		regulation of membrane potential			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		regulation of membrane repolarization			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		regulation of ventricular cardiac muscle cell membrane repolarization	regulates a function/process that happens in ventricle cardiac muscle,regulates a function/process that happens in cardiac muscle cell		IDA		J:63073 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		regulation of ventricular cardiac muscle cell membrane repolarization			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		ventricular cardiac muscle cell action potential			ISO	Q12809 	J:164563 	
MGI:1341723	Kcnh3	potassium voltage-gated channel, subfamily H (eag-related), member 3	15		regulation of membrane potential			IBA	PTN000025350 	J:265628 	
MGI:2156184	Kcnh4	potassium voltage-gated channel, subfamily H (eag-related), member 4	11		regulation of membrane potential			IBA	PTN000025350 	J:265628 	
MGI:3584508	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	12		regulation of membrane potential			IBA	PTN000025350 	J:265628 	
MGI:2684139	Kcnh6	potassium voltage-gated channel, subfamily H (eag-related), member 6	11		regulation of membrane potential			IBA	PTN000025350 	J:265628 	
MGI:2159566	Kcnh7	potassium voltage-gated channel, subfamily H (eag-related), member 7	2		regulation of membrane potential			IBA	PTN000025350 	J:265628 	
MGI:2445160	Kcnh8	potassium voltage-gated channel, subfamily H (eag-related), member 8	17		regulation of membrane potential			IBA	PTN000025350 	J:265628 	
MGI:1917607	Kcnip1	Kv channel-interacting protein 1	11		positive regulation of action potential			ISO	RGD:70886 	J:155856 	
MGI:2135916	Kcnip2	Kv channel-interacting protein 2	19		membrane repolarization			ISO	Q9NS61 	J:164563 	
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		cardiac muscle cell action potential			IMP		J:94675 	
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		cardiac muscle cell action potential involved in contraction			ISO	P63252 	J:164563 	
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		membrane repolarization during action potential			ISO	P63252 	J:164563 	
